Respondent,Prolific_ID,Message_framing,Relational_values,NR6_score,Greenspace_visitation,Upland_visitation,Peatland_knowledge,Degraded_peatlands_before,Regenerate_peatlands_before,Degraded_peatlands_after,Regenerate_peatlands_after,Degraded_peatland_score,Regenerate_peatland_score,Behaviour_1,Behaviour_2,Behaviour_3,Behaviour_sum,Financial_donation,Financial_allocation,Medical_research,Human_rights,Animal_welfare,Vulnerable_people,Other_conservation,Financial_compost,Advert_sufficiency,ES_Manipulation,BIO_Manipulation,Relational_Manipulation,Age_midpoint,Gender,Ethnicity,IMD_decile
410,5c69a12bb1b0080001bfca6a,ES,Absent,3.833333333,30.5,4.5,6,7,5,9,10,2,5,9,8,8,25,5,10,30,0,20,30,10,2,8,8,8,9,39.5,Female,White or Caucasian,5
411,603a5e0774df2e5aa95b08a6,BIO,Present,3,18,0.5,4,7,8,10,10,3,2,8,6,7,21,5,10,15,20,10,20,15,2,8,8,10,9,21,Female,White or Caucasian,7
412,5e67bcf03f8a34063871ba27,BIO,Present,2.333333333,4.5,0,2,5,5,10,10,5,5,6,5,7,18,0,10,25,20,15,25,5,18,8,7,10,7,39.5,Female,White or Caucasian,4
413,5c4a338685f2ad0001b9ef33,BIO,Present,2.5,0.5,1,5,5,5,10,10,5,5,9,9,9,27,10,10,20,20,30,20,0,5,9,9,9,9,29.5,Female,White or Caucasian,7
414,58ededd652ac63000154a4e6,BIO,Absent,4,2.5,0.5,5,8,10,10,10,2,0,10,10,10,30,250,30,20,0,0,30,20,0,10,10,10,10,59.5,Male,White or Caucasian,8
415,60709b14f0d49133f30096c5,ES,Present,3.833333333,2.5,0.5,5,8,8,10,10,2,2,7,1,6,14,0,20,20,20,30,10,0,5,6,5,9,9,29.5,Male,White or Caucasian,1
416,5ea0364e2ea3be04b508efff,BIO,Absent,3.833333333,18,0.5,6,8,7,9,10,1,3,10,8,10,28,2,2,5,2,50,10,31,2,10,9,10,9,79.5,Male,White or Caucasian,3
417,63ad7e45c7c897965cb6769f,ES,Present,3.666666667,18,0.5,4,9,10,9,10,0,0,6,6,6,18,0,0,0,0,0,0,0,0,5,5,5,5,59.5,Female,White or Caucasian,10
418,5a5c871aac5624000153f89e,ES,Present,3.833333333,18,2.5,5,7,7,6,8,-1,1,5,5,5,15,0,0,100,0,0,0,0,0,8,8,9,8,59.5,Male,White or Caucasian,5
419,62cc0f224275a8e076973853,BIO,Present,2.166666667,30.5,0.5,4,8,9,9,10,1,1,9,8,8,25,10,20,30,10,10,20,10,5,8,6,8,9,29.5,Male,White or Caucasian,10
420,5cafc17ace1fa80017a20d6b,ES,Present,3.666666667,18,4.5,6,6,6,7,7,1,1,6,4,6,16,0,0,0,0,100,0,0,1,5,7,4,7,29.5,Male,White or Caucasian,6
421,60534c39d754d351333bdd7c,BIO,Present,3.833333333,18,2.5,2,10,10,10,10,0,0,5,5,10,20,0.5,10,10,10,0,20,50,0,9,9,9,8,69.5,Male,White or Caucasian,2
422,5dc486da84799a35fbede98d,ES,Absent,2.166666667,30.5,2.5,6,8,5,8,10,0,5,5,0,0,5,0,5,0,5,20,10,5,15,5,7,7,5,49.5,Male,White or Caucasian,1
423,5f523ba3ef34a3089cba1e9 ,BIO,Present,3.5,30.5,0.5,1,7,8,10,10,3,2,8,9,9,26,10,10,10,5,60,10,5,3,9,5,9,7,69.5,Female,White or Caucasian,8
424,63dbddb434d075a0bff1dbc7,ES,Absent,2.833333333,18,0.5,5,10,10,10,10,0,0,9,9,9,27,0,10,0,20,40,0,30,0,8,6,7,7,49.5,Female,White or Caucasian,1
425,6447a16ea956d5fcabc3c3b0,ES,Absent,3.5,18,2.5,5,6,8,8,8,2,0,8,7,8,23,10,20,30,20,10,20,0,3,7,8,8,9,29.5,Female,White or Caucasian,10
426,5d404c6a584cc80017e81001,BIO,Absent,4.333333333,30.5,0.5,4,9,9,10,10,1,1,9,9,9,27,20,20,0,0,80,0,0,20,10,1,10,1,59.5,Female,White or Caucasian,6
427,63468c24fb8ba9eb242d2aca,ES,Present,3.833333333,18,2.5,5,7,7,8,8,1,1,8,7,8,23,10,10,50,5,25,5,5,2,8,8,8,8,39.5,Male,White or Caucasian,8
428,54dce6fdfdf99b3848cf1458,BIO,Absent,3.333333333,4.5,0.5,4,5,5,6,6,1,1,5,2,7,14,0,10,50,10,10,10,10,0,5,6,6,6,29.5,Female,Other,2
429,5fa07dede702970d23d31333,BIO,Absent,3.666666667,18,1,2,6,7,6,8,0,1,5,3,7,15,5,5,20,20,15,20,20,1,6,3,10,3,29.5,Male,White or Caucasian,3
430,62fd10443b9a8510ba1298fc,BIO,Present,4.166666667,18,1,6,7,8,9,9,2,1,7,3,10,20,5,20,30,10,20,10,10,2,3,7,9,4,29.5,Male,White or Caucasian,4
431,5736534414f69e001076759a,ES,Absent,3.333333333,4.5,0.5,1,8,8,8,9,0,1,7,7,6,20,5,15,15,15,20,15,15,0,6,8,7,8,39.5,Female,White or Caucasian,5
432,63f79c4cffb2e2a2ed84f060,BIO,Absent,3.666666667,18,0.5,1,9,9,9,9,0,0,5,6,8,19,5,10,20,10,20,20,20,5,6,8,9,6,39.5,Male,White or Caucasian,8
433,5c549dd3128f6a0001f10987,ES,Absent,3,2.5,0.5,2,10,10,10,10,0,0,8,10,10,28,10,10,40,10,10,20,10,5,10,10,10,5,49.5,Female,White or Caucasian,2
434,57a7337e913c710001977341,BIO,Present,2.666666667,4.5,0.5,1,5,5,7,7,2,2,5,2,5,12,5,20,30,0,20,10,20,0,5,7,7,5,59.5,Male,White or Caucasian,10
435,63ea93c2678c320b78225ddd,BIO,Present,3.166666667,2.5,2.5,2,9,10,9,10,0,0,10,10,9,29,20,30,5,5,20,10,30,15,10,10,10,10,29.5,Male,Other,3
436,5ea07c4aee594a044a857d77,BIO,Absent,4.166666667,30.5,0.5,4,10,10,10,10,0,0,10,10,10,30,75,20,0,15,20,15,30,10,10,10,10,10,69.5,Male,White or Caucasian,8
437,60ae648439ae911bc987c73f,BIO,Absent,3.666666667,30.5,0.5,5,10,10,10,10,0,0,7,7,8,22,5,10,20,15,20,15,20,5,6,3,7,5,69.5,Male,White or Caucasian,9
438,62a3b97d41ae082b602e815b,ES,Present,3.666666667,18,0.5,4,6,5,9,9,3,4,9,7,9,25,5,10,20,5,5,30,30,20,7,9,9,9,29.5,Male,White or Caucasian,1
439,615ed10d0d5f13159d41df8c,BIO,Absent,2.666666667,18,0.5,1,5,5,7,7,2,2,6,0,6,12,0,0,10,0,80,0,10,0,7,5,8,5,89.5,Male,White or Caucasian,7
440,5ec5a348e472065e01533ea6,ES,Present,3.833333333,18,0.5,2,5,5,7,7,2,2,6,5,6,17,0,3,10,0,40,50,0,3,5,10,5,8,39.5,Female,White or Caucasian,6
441,5fbd37d751b93608618f5f0c,ES,Present,3.166666667,30.5,0.5,4,8,8,9,9,1,1,9,8,9,26,10,20,0,20,20,20,20,5,10,10,9,10,49.5,Female,White or Caucasian,7
442,5efa3b73f0ef1585a149d72b,BIO,Present,2.5,18,0.5,2,7,9,10,10,3,1,5,4,7,16,5,10,20,5,50,10,5,0,8,0,10,5,49.5,Female,White or Caucasian,5
443,5d61a78c6512d700179fad0e,BIO,Absent,4.666666667,18,1,5,8,8,10,10,2,2,9,10,10,29,5,10,50,10,10,10,10,5,10,8,10,10,29.5,Female,White or Caucasian,5
444,63dd1dab484083017c1b8184,ES,Absent,2.166666667,1,0.5,1,7,7,9,8,2,1,7,7,9,23,0,5,60,10,15,10,0,0,7,8,8,7,21,Male,White or Caucasian,8
445,623481fdedad2af363f9ce07,ES,Absent,3.666666667,1,0.5,6,8,8,9,9,1,1,8,6,10,24,5,10,5,30,10,40,5,5,7,9,6,9,39.5,Male,White or Caucasian,4
446,5c5ebd0d0040350001faee8d,ES,Absent,3,18,0,6,8,10,10,10,2,0,7,0,10,17,0,10,20,10,20,20,20,5,10,10,10,10,59.5,Female,White or Caucasian,10
447,610ba4d2fcf0cdcfb8a4e4fb,BIO,Absent,3.666666667,18,2.5,1,8,7,8,6,0,-1,8,8,10,26,15,5,20,10,20,20,15,3,7,7,9,9,29.5,Female,White or Caucasian,1
448,63d7a0294839ebf5d8459174,BIO,Absent,4,18,2.5,5,7,10,9,10,2,0,9,8,8,25,10,10,30,0,0,40,20,2,10,10,10,10,29.5,Male,White or Caucasian,4
449,6398807b72b2d57df3afe665,ES,Absent,3.833333333,30.5,0.5,5,8,9,9,10,1,1,7,5,8,20,10,10,40,0,30,20,0,5,8,8,8,7,69.5,Male,White or Caucasian,9
450,5ee7606915ecab01d42ddde6,BIO,Present,3.166666667,2.5,0.5,2,9,10,10,10,1,0,8,5,8,21,5,10,80,0,0,0,10,0,8,7,10,9,49.5,Male,White or Caucasian,8
451,5d4310bbd8e961001b825ca4,BIO,Absent,1,0.5,0.5,1,5,5,5,5,0,0,0,0,0,0,0,0,50,0,0,50,0,0,5,4,8,5,59.5,Male,White or Caucasian,9
452,6384704a7b906e6298d5087f,ES,Absent,2.5,30.5,0.5,1,6,9,8,10,2,1,6,8,9,23,10,10,80,0,0,0,10,0,8,10,2,5,49.5,Female,White or Caucasian,7
453,63468824bc01887b6007d674,BIO,Present,3.5,18,2.5,2,5,7,10,10,5,3,8,10,10,28,5,20,20,20,20,20,0,5,9,9,8,6,29.5,Female,White or Caucasian,2
454,5deebd169b8f245615d59507,ES,Present,2.5,0.5,0.5,6,7,7,8,10,1,3,5,4,7,16,10,25,25,0,25,25,0,1,8,8,5,7,59.5,Male,White or Caucasian,5
455,613a962b76a4406bf6258f99,ES,Present,3.166666667,2.5,2.5,6,6,7,8,6,2,-1,8,8,9,25,5,10,30,10,20,30,0,5,8,9,9,9,21,Female,White or Caucasian,4
456,586a26807fbbcd00013974f1,BIO,Present,3.333333333,4.5,0.5,1,5,5,10,10,5,5,8,8,8,24,0,0,0,10,40,40,10,5,0,7,10,10,39.5,Male,White or Caucasian,8
457,62d6d947110750676d5ad987,BIO,Present,2.833333333,18,0,6,4,5,8,8,4,3,6,5,6,17,5,20,20,10,20,30,0,0,7,6,9,6,59.5,Male,White or Caucasian,8
458,5b6847f1699a3f000132404f,BIO,Present,3.666666667,2.5,0.5,4,5,5,8,9,3,4,8,8,8,24,0,0,0,20,40,40,0,2,8,10,10,10,29.5,Male,White or Caucasian,2
459,612fd7e2ff930c4ce9acfa4e,ES,Absent,3.666666667,30.5,2.5,4,5,5,9,9,4,4,8,8,6,22,0,0,10,0,50,40,0,0,5,5,5,6,49.5,Female,White or Caucasian,7
460,5e9fd88575fbf81810e6744d,BIO,Present,3.333333333,30.5,0.5,2,6,7,7,7,1,0,7,7,7,21,5,5,60,0,5,30,0,2,8,8,8,8,69.5,Male,White or Caucasian,9
461,62b1ca10f34adfd4c7a2449f,BIO,Absent,3.333333333,30.5,0.5,4,10,10,10,10,0,0,7,10,10,27,0,25,0,25,25,25,0,1,8,10,10,10,59.5,Female,White or Caucasian,6
462,5d56d465175b5d0017766b3b,BIO,Present,2.833333333,18,0.5,1,7,8,8,9,1,1,7,6,9,22,0,10,10,10,10,10,50,3,8,4,10,4,29.5,Female,White or Caucasian,5
463,63ff53f7741586a6e8cf5eb7,ES,Present,3.833333333,18,0.5,4,7,8,9,9,2,1,8,8,10,26,10,20,20,0,20,0,20,2,8,9,7,5,49.5,Female,Other,2
464,6112892b5e6ad30da6d84b9e,BIO,Present,3.666666667,4.5,0,2,8,8,9,9,1,1,5,7,6,18,2,20,10,5,15,25,25,10,8,5,10,6,59.5,Female,White or Caucasian,4
465,5c4782d9cae0ab000188d2b4,ES,Present,3.5,30.5,0.5,6,8,9,9,10,1,1,8,5,8,21,0,20,0,20,20,20,20,5,7,9,9,9,49.5,Female,White or Caucasian,7
466,60bf2110df9cf209eaeb853c,ES,Absent,3.166666667,2.5,0.5,6,10,9,10,10,0,1,8,5,9,22,2,15,25,15,15,15,15,1,10,10,10,6,39.5,Female,White or Caucasian,7
467,56abcb46f209e0000adab961,ES,Absent,3,0.5,0,5,10,10,10,10,0,0,5,5,8,18,0,0,0,0,100,0,0,16,10,10,10,5,59.5,Female,White or Caucasian,6
468,609cd482af38301896f8a663,ES,Absent,2.5,4.5,0.5,2,6,7,6,7,0,0,5,2,5,12,3,5,50,20,5,10,10,0,5,9,2,2,39.5,Male,White or Caucasian,6
469,590a361371adfd000150e4c2,BIO,Present,3.666666667,4.5,0.5,2,5,5,9,10,4,5,9,9,9,27,0,0,0,0,0,100,0,0,8,4,10,9,39.5,Female,White or Caucasian,2
470,60fd6a2aae20ee32d535f4a5,BIO,Present,3.833333333,30.5,0.5,4,8,8,9,9,1,1,7,5,7,19,5,10,10,30,10,30,10,5,9,7,9,8,79.5,Male,White or Caucasian,6
471,5d2e3cdf6835130001aa16f0,BIO,Absent,3.5,30.5,1,5,5,7,7,8,2,1,5,5,2,12,0,10,50,0,0,10,30,5,6,8,8,8,69.5,Female,White or Caucasian,10
472,637fa8217593382b607e8d44,BIO,Present,4.833333333,2.5,0.5,4,10,10,10,10,0,0,10,5,10,25,5,0,0,0,50,0,50,0,10,10,10,10,59.5,Male,White or Caucasian,2
473,5f2e72ed16a1ff1e83d98d1b,ES,Present,2.833333333,2.5,0.5,5,6,8,8,9,2,1,6,6,6,18,0,10,20,20,20,20,10,0,6,8,8,8,59.5,Male,White or Caucasian,8
474,5ee4dcbb38186705901a16b1,ES,Present,2.666666667,2.5,0.5,5,6,8,10,10,4,2,8,8,9,25,5,40,0,0,40,0,20,2,8,10,7,3,59.5,Female,White or Caucasian,7
475,58bfee7de5869400018f5e9e,ES,Absent,3.833333333,18,4.5,6,8,6,7,6,-1,0,6,7,7,20,5,20,10,10,10,25,25,10,7,8,6,7,39.5,Male,White or Caucasian,4
476,5e58436ebdccf5057ddd9190,ES,Present,4.666666667,30.5,0,6,8,9,9,10,1,1,7,8,10,25,5,10,20,10,10,30,20,3,7,10,2,3,39.5,Female,White or Caucasian,2
477,5648eab220453f0012c5ad80,ES,Absent,3.166666667,1,0.5,4,5,5,6,6,1,1,4,5,5,14,1,10,10,10,20,40,10,0,6,7,7,7,29.5,Male,White or Caucasian,3
478,59a1b2c0514a2200017e68ae,BIO,Present,3.166666667,18,0,6,8,10,10,10,2,0,9,6,10,25,0,10,0,0,80,0,10,0,9,7,10,9,49.5,Female,White or Caucasian,4
479,5eb34cf21cabb113d4fc0f2d,ES,Absent,4,18,30.5,5,6,7,8,8,2,1,9,8,9,26,10,10,30,30,0,30,0,5,7,10,3,3,21,Male,White or Caucasian,4
480,62c97799bd8ab72a531abde0,BIO,Present,4,18,0,4,5,5,8,10,3,5,10,10,10,30,0,100,0,0,0,0,0,5,10,5,10,6,39.5,Male,White or Caucasian,7
481,5a00e6da120fb300019480b3,BIO,Present,3,2.5,0.5,1,6,5,6,6,0,1,6,6,5,17,4,10,30,10,10,30,10,2,6,5,9,6,59.5,Female,White or Caucasian,10
482,5f37bc8fed147802129aceee,BIO,Absent,3.833333333,18,4.5,6,10,10,10,10,0,0,10,5,10,25,0,0,0,0,0,0,0,0,10,10,10,10,59.5,Male,White or Caucasian,8
483,59839cb9554956000142d95f,ES,Absent,4.166666667,30.5,0,2,10,10,10,10,0,0,5,0,10,15,0,0,0,0,100,0,0,5,9,10,10,10,49.5,Female,White or Caucasian,7
484,5ea06914c2b73202ae7a3f29,ES,Absent,2.166666667,18,0.5,6,7,8,8,9,1,1,6,6,6,18,10,20,15,10,10,25,20,3,9,9,0,8,69.5,Male,White or Caucasian,10
485,5aa0f86a873cda00010d391d,BIO,Absent,4.833333333,30.5,0.5,5,10,10,10,10,0,0,10,10,10,30,20,20,20,10,20,10,20,10,10,5,10,8,69.5,Female,White or Caucasian,8
486,59ed0b3eac0af70001b36f5f,ES,Absent,4,30.5,18,2,7,8,10,10,3,2,10,9,9,28,2,10,25,15,10,20,20,20,9,10,10,9,69.5,Female,White or Caucasian,1
487,60c895916a11e61bbd45d845,ES,Absent,3.833333333,4.5,1,4,5,5,8,9,3,4,8,7,10,25,1,30,0,0,50,0,20,5,7,9,9,9,39.5,Male,White or Caucasian,6
488,5ceb011d2e4f1700162a8bca,ES,Present,4,4.5,1,1,5,6,6,6,1,0,6,3,3,12,1,5,5,20,20,40,0,0,4,6,6,6,29.5,Female,Other,10
489,5efc4bfd3ba857044cac4787,BIO,Present,3.166666667,4.5,0.5,6,5,7,9,8,4,1,9,7,9,25,1,15,20,10,10,35,10,5,9,5,9,7,39.5,Female,White or Caucasian,6
490,5f1305051d80f12cccbca0bf,BIO,Absent,4.833333333,30.5,1,5,6,6,7,6,1,0,6,6,6,18,1,5,20,0,35,20,10,2,7,8,9,10,79.5,Male,White or Caucasian,4
491,5ad8affa4efee10001f537fd,BIO,Present,4,18,1,1,5,5,9,9,4,4,8,6,5,19,0.5,5,15,20,20,20,20,17,8,5,10,3,39.5,Female,Other,8
492,5e37280e334b216bade0226a,BIO,Absent,2.166666667,30.5,0.5,1,5,5,10,10,5,5,7,8,10,25,5,20,0,20,30,30,0,0,10,10,10,10,29.5,Female,White or Caucasian,4
493,648356fd436e21c74067eef3,ES,Absent,1.833333333,0.5,0.5,4,5,5,10,0,5,-5,6,7,7,20,0,0,50,0,0,50,0,0,3,10,7,7,49.5,Female,White or Caucasian,3
494,647869e6f69318bacc341d53,ES,Absent,3.333333333,4.5,1,4,10,10,10,10,0,0,5,5,6,16,5,0,5,0,5,5,0,16,6,10,10,10,49.5,Female,White or Caucasian,3
495,631755de69157e27c295a340,BIO,Present,3.166666667,0.5,2.5,2,4,6,7,8,3,2,8,7,8,23,0,10,15,10,20,25,20,0,6,6,5,4,29.5,Male,White or Caucasian,7
496,5cd48f50bde9b20001a52f96,ES,Absent,4.5,30.5,18,6,10,10,10,10,0,0,10,10,10,30,50,50,0,50,0,0,0,5,8,10,8,8,39.5,Female,White or Caucasian,8
497,6127ce810cc9e9b6a458a4df,BIO,Absent,4,18,1,5,8,8,9,9,1,1,7,8,8,23,10,10,20,10,10,40,10,5,8,5,10,6,21,Female,White or Caucasian,6
498,587f8bfa72f57e0001b38a77,BIO,Present,2.5,18,0.5,5,8,8,8,8,0,0,6,5,6,17,0,0,40,10,20,10,20,3,8,7,9,8,39.5,Male,White or Caucasian,6
499,5e8a46ad402c840009050ff5,ES,Present,3.5,4.5,0.5,6,5,6,8,8,3,2,7,0,5,12,0,0,50,0,0,50,0,0,5,10,5,7,59.5,Male,White or Caucasian,5
500,5bfb005a8386580001ed47a5,BIO,Absent,5,18,0.5,1,8,8,10,10,2,2,8,5,8,21,0,0,10,0,70,20,0,0,2,10,10,10,59.5,Female,White or Caucasian,9
501,5f35b9ad9ec51d02c06ae303,ES,Absent,3.666666667,30.5,18,6,7,6,8,6,1,0,7,7,8,22,50,14,14,14,14,14,14,0,8,8,6,7,21,Male,Other,3
502,5bad23638e44c6000123bcd4,BIO,Present,3.5,4.5,0.5,6,8,10,9,10,1,0,7,6,9,22,0,10,30,10,10,20,20,1,8,4,6,6,59.5,Male,White or Caucasian,4
503,5a7c684217ef350001703d05,BIO,Present,3,18,0.5,2,7,7,10,9,3,2,7,4,7,18,0,10,0,0,80,0,10,2,8,10,9,10,29.5,Female,White or Caucasian,2
504,5e19b24b2bf9512392d6dd90,ES,Absent,4,30.5,0.5,5,6,7,10,10,4,3,6,8,9,23,0,10,10,0,50,20,10,1,8,10,10,9,59.5,Female,White or Caucasian,5
505,62d13440676173259ba7d504,ES,Absent,3,0.5,0.5,4,8,8,10,9,2,1,3,1,10,14,0,0,60,0,0,40,0,2,6,8,10,8,39.5,Female,White or Caucasian,8
506,64638abb79b50f5dc3805c2e,ES,Absent,4.5,30.5,0.5,4,6,9,10,10,4,1,10,8,8,26,0,25,0,0,25,0,50,10,7,8,8,8,49.5,Male,White or Caucasian,5
507,56b88bf7e1d0a2000b145037,ES,Absent,4.5,18,0.5,5,9,9,10,10,1,1,10,10,10,30,5,10,20,20,20,30,0,20,10,10,9,10,39.5,Female,White or Caucasian,4
508,5c0a29b6c307a400016adb9f,ES,Absent,2.666666667,18,18,1,5,7,7,9,2,2,8,5,2,15,10,10,30,10,20,20,10,3,8,8,9,9,29.5,Female,White or Caucasian,1
509,614ee866eb22f6b60f499a91,ES,Absent,3,4.5,1,5,8,7,8,8,0,1,7,1,4,12,0,0,30,20,20,20,10,0,8,8,8,8,59.5,Male,White or Caucasian,6
510,60e41cfd4919c5ac3979003b,ES,Present,3.5,4.5,0.5,1,9,9,9,9,0,0,7,5,7,19,0,50,0,0,0,0,50,0,6,8,8,8,39.5,Male,White or Caucasian,5
511,62a727c0b6efe57fb90a5b86,ES,Present,3.666666667,18,0.5,4,7,8,7,8,0,0,7,7,6,20,5,10,40,0,15,15,20,1,6,8,8,8,29.5,Male,White or Caucasian,10
512,6401ad63b7ec13e2f9c1a258,ES,Absent,3.833333333,1,0.5,2,5,5,8,10,3,5,8,0,10,18,0,10,30,15,15,20,10,0,5,10,7,5,29.5,Female,White or Caucasian,4
513,62a766c5899e18df9ca94d67,BIO,Present,2.333333333,2.5,0.5,1,5,5,8,7,3,2,6,2,4,12,0,2,40,10,3,40,5,0,6,8,9,8,21,Female,White or Caucasian,3
514,63d7b9f4a3fa75e2b706c50a,ES,Present,3.333333333,30.5,30.5,2,7,8,7,7,0,-1,3,5,5,13,20,100,0,0,0,0,0,0,6,7,7,4,21,Male,White or Caucasian,10
515,5766cd5f3d2d3a000138b138,ES,Present,3.166666667,0.5,0,2,7,5,8,0,1,-5,6,5,9,20,20,10,20,10,10,30,20,2,7,8,0,2,49.5,Female,Other,2
516,5981d55b04ebec0001aaadde,ES,Present,1.5,4.5,0.5,2,5,5,8,9,3,4,5,0,0,5,0,0,100,0,0,0,0,0,10,10,10,5,39.5,Female,White or Caucasian,5
517,60264f219516732a1dc72394,ES,Present,2.5,2.5,0.5,4,10,10,10,10,0,0,6,5,10,21,10,30,20,30,10,10,0,5,4,10,6,8,49.5,Male,White or Caucasian,4
518,5d24832b38abb10001aff2e7,BIO,Present,3.833333333,18,0.5,4,2,9,2,9,0,0,8,3,7,18,1,10,20,20,10,30,10,5,6,6,8,8,59.5,Male,Other,10
519,6024e278e7026521ceeb2101,BIO,Present,2.833333333,4.5,0.5,2,8,5,10,8,2,3,8,7,6,21,1,20,20,20,10,20,10,5,9,8,6,7,21,Male,Other,2
520,6274f9115634950cf5970f1c,BIO,Present,5,18,1,4,10,10,10,10,0,0,7,6,9,22,5,25,0,25,25,0,25,0,8,7,10,10,39.5,Male,White or Caucasian,2
521,63d4016c92e2687538725d10,ES,Absent,2.833333333,2.5,0.5,5,5,5,8,9,3,4,5,2,6,13,0.5,0,25,25,10,40,0,10,4,10,10,10,39.5,Female,White or Caucasian,8
522,5d352f8bb02857001963539a,BIO,Present,1.833333333,0.5,0.5,4,2,8,6,8,4,0,3,2,4,9,0,0,30,30,0,40,0,0,6,6,6,6,21,Male,White or Caucasian,2
523,5d08077f5826920017833401,ES,Present,3.833333333,30.5,2.5,3,10,7,10,10,0,3,10,10,10,30,5,10,30,0,10,30,20,2,10,10,10,10,69.5,Male,White or Caucasian,8
524,6318acc6273e916b39a95a85,BIO,Present,3.833333333,18,2.5,2,5,7,10,10,5,3,6,5,7,18,0,10,15,10,30,10,15,5,8,5,10,7,49.5,Male,White or Caucasian,3
525,5c5cad876d0fe50001f0390c,BIO,Absent,4.166666667,4.5,0.5,2,5,5,7,8,2,3,5,3,3,11,0,0,0,0,0,0,0,0,8,3,8,5,59.5,Female,White or Caucasian,3
526,6027b5f61ad4755b926babfe,BIO,Absent,4,30.5,1,5,9,9,9,9,0,0,9,5,6,20,0,0,50,30,10,10,0,1,9,9,9,8,59.5,Male,White or Caucasian,4
527,5cdee62f7f65ee001a9855ba,ES,Present,3.166666667,2.5,0.5,5,7,5,9,9,2,4,5,6,8,19,20,10,30,15,15,20,10,0,7,6,8,6,29.5,Male,White or Caucasian,7
528,57b53ad8a18afd00013e0565,ES,Present,3,0,0,5,7,10,8,10,1,0,5,6,6,17,0,10,70,0,20,0,0,5,7,10,8,8,49.5,Male,White or Caucasian,3
529,63cbfe9db653522f0cc71cae,ES,Absent,2.666666667,30.5,1,4,5,5,8,9,3,4,8,7,8,23,0,0,90,0,0,10,0,10,8,9,6,7,59.5,Male,White or Caucasian,7
530,5be743b11781990001f8015d,BIO,Present,3.166666667,2.5,0,4,5,5,7,8,2,3,2,5,6,13,0,0,10,5,20,60,5,0,8,5,8,6,29.5,Female,White or Caucasian,1
531,5dbb0562b1df1b110ead5bba,BIO,Absent,4.5,18,0.5,4,7,7,9,10,2,3,8,7,10,25,1,15,20,15,20,15,15,2,9,6,10,7,39.5,Female,White or Caucasian,6
532,610804fe869c4fe49ee432de,BIO,Absent,4.5,18,4.5,6,8,8,8,8,0,0,7,7,4,18,0,10,10,10,10,50,10,1,4,7,8,7,49.5,Male,White or Caucasian,10
533,5f9b29ccf794fc30d65e982b,ES,Present,2.333333333,2.5,0,6,5,10,10,10,5,0,10,9,10,29,0,5,50,10,10,20,5,0,8,10,10,10,49.5,Female,White or Caucasian,7
534,558bb476fdf99b21155f2dbf,BIO,Present,3.5,30.5,0.5,4,9,9,9,9,0,0,7,1,2,10,20,10,30,10,0,30,20,20,8,5,10,6,69.5,Female,White or Caucasian,8
535,5d833b0e6642ee0001bfa9cb,ES,Absent,3,4.5,1,2,5,6,9,10,4,4,7,7,7,21,1,5,30,20,10,20,15,2,4,10,10,8,39.5,Male,Other,2
536,62ed12acf6326dfba8a97280,BIO,Present,3.166666667,18,1,4,8,7,8,9,0,2,7,7,7,21,10,10,10,10,10,30,30,15,8,8,8,8,39.5,Female,White or Caucasian,9
537,62b1f3b3a12b3ff70d3ec5bc,BIO,Present,3.5,18,0.5,6,7,8,9,10,2,2,8,8,9,25,1,30,20,5,30,5,10,1,8,8,10,7,49.5,Female,White or Caucasian,3
538,5eebeecc0a49c719bedc5925,ES,Present,3.833333333,18,2.5,5,9,9,9,9,0,0,9,10,10,29,10,30,40,0,10,10,10,3,7,9,9,9,49.5,Male,White or Caucasian,4
539,60bf95507d0a9dbad3f3ef16,ES,Present,2.666666667,4.5,1,5,6,7,7,7,1,0,7,6,7,20,2,10,20,20,20,20,10,5,6,6,7,7,59.5,Female,White or Caucasian,9
540,560925acd7def20005b7362a,ES,Absent,3.666666667,18,0.5,4,6,8,7,10,1,2,5,4,8,17,5,10,30,10,10,15,15,1,8,8,7,7,59.5,Male,White or Caucasian,8
541,5f01dbf0f5ef5d052ced1135,ES,Present,4.166666667,4.5,0,3,4,0,7,9,3,9,6,7,7,20,5,5,10,15,0,25,0,2,8,8,6,8,49.5,Female,Other,1
542,62e96ef588980690769f0b1f,BIO,Present,2.333333333,1,0.5,5,6,6,7,7,1,1,8,7,5,20,0,50,0,0,50,0,0,0,8,9,9,9,29.5,Male,Other,3
543,5edcfa628bac5a0334a89583,BIO,Present,1.5,2.5,2.5,5,5,10,10,10,5,0,7,7,7,21,5,20,20,20,20,20,0,0,10,10,10,5,39.5,Male,White or Caucasian,5
544,6398cbd807a6ad15411601a3,BIO,Absent,3,18,1,1,6,6,6,6,0,0,7,5,5,17,0,0,70,0,15,5,10,0,5,5,8,6,59.5,Male,White or Caucasian,10
545,60534ad8f7872caee17c7a96,BIO,Absent,3.333333333,18,0.5,5,9,6,10,10,1,4,6,6,6,18,0,5,5,5,75,5,5,1,10,6,10,6,59.5,Female,Other,7
546,6309f2d701394328bfd94269,BIO,Present,3.333333333,30.5,0.5,6,8,10,8,10,0,0,7,6,7,20,0,20,20,20,40,0,0,0,7,5,10,5,69.5,Female,White or Caucasian,10
547,58949eb70406cb00012d3603,ES,Absent,3.333333333,18,0.5,4,7,5,10,10,3,5,7,6,7,20,0,25,0,0,50,25,0,10,6,9,9,8,39.5,Female,White or Caucasian,10
